MID Data C:\ESCO\Data\SIM\HMK\20260610\20260610_GZ_Si_HF_1421_24H_SIM_A.mfd
June 10 2026 11:12:46

Sample Weight : 363.9 mg

Normalization : per 100 mg (Sample weight : 363.9 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 14,m/z 15,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 38,m/z 40,m/z 44,m/z 60
60,234.048,256.9,85.6,17.070,7.80729E-008,4.50264E-005,1.17403E-012,1.64203E-014,7.07003E-014,7.24988E-014,2.89612E-013,9.48016E-013,1.17166E-012,3.39868E-013,6.40193E-016,1.06498E-013,4.45809E-015,6.52881E-015,2.69452E-015,7.87977E-014,1.04757E-014
61,237.950,260.9,86.2,17.130,7.82528E-008,4.494E-005,1.63349E-012,-1.75617E-015,3.02159E-014,3.73448E-014,3.43533E-013,1.02798E-012,1.5225E-012,1.10333E-013,2.70028E-014,1.22559E-013,2.90704E-015,6.56E-015,8.09308E-015,6.22324E-014,-1.94648E-015
62,241.852,264.8,86.8,17.315,7.87045E-008,4.494E-005,1.74315E-012,3.17041E-014,4.47606E-014,5.92895E-014,2.7777E-013,9.22838E-013,1.44973E-012,1.07745E-013,3.98019E-015,1.12905E-013,-4.98727E-015,1.02928E-015,1.68798E-015,6.56845E-014,2.3472E-015
63,245.754,268.6,87.4,17.400,7.90224E-008,4.48539E-005,1.36626E-012,2.23993E-014,3.53428E-014,7.20431E-014,2.70148E-013,9.08693E-013,1.46781E-012,2.13788E-013,2.31611E-014,6.78335E-014,1.82616E-014,-7.39103E-015,9.47232E-015,5.43307E-014,1.37697E-014
64,249.655,272.6,88.1,17.555,7.91133E-008,4.47679E-005,1.4713E-012,6.09637E-015,4.15993E-014,9.234E-014,3.99296E-013,9.98363E-013,1.77174E-012,2.0414E-013,4.74515E-015,1.2858E-013,9.2672E-015,6.38924E-015,-1.36291E-014,6.59013E-014,-8.32621E-016
65,253.557,276.5,88.7,17.625,7.95702E-008,4.46821E-005,1.60094E-012,1.72297E-014,4.08116E-014,7.91365E-014,4.00747E-013,1.0018E-012,1.64949E-012,1.13847E-013,3.53613E-015,1.01152E-013,5.91399E-015,2.51584E-015,5.88756E-015,1.52316E-013,-1.10488E-015
66,257.459,280.4,89.4,17.795,7.97075E-008,4.46821E-005,2.44308E-012,1.82114E-014,4.36658E-014,5.9899E-014,3.46855E-013,1.11399E-012,1.54582E-012,1.96751E-013,1.241E-014,8.07331E-014,3.32361E-015,5.96368E-015,-1.76568E-015,1.42141E-013,7.07649E-015
67,261.360,284.2,90.0,17.925,8.00755E-008,4.45964E-005,2.75328E-012,2.01299E-014,2.85814E-014,8.26409E-014,3.71564E-013,1.18788E-012,1.82698E-012,3.61931E-013,1.04567E-014,7.82145E-014,1.25882E-014,1.13136E-014,-4.77739E-015,9.14498E-014,-2.21557E-015
68,265.262,288.1,90.6,18.030,8.04916E-008,4.45109E-005,2.36732E-012,2.36681E-014,3.38113E-014,4.84802E-014,4.22043E-013,9.82113E-013,1.88172E-012,3.53491E-013,1.41746E-014,1.13577E-013,1.34139E-014,7.73254E-015,-6.04509E-015,1.18344E-013,-6.01496E-015
69,269.164,292.1,91.3,18.120,8.06769E-008,4.44256E-005,1.97432E-012,3.42987E-014,2.30596E-014,6.63052E-014,4.64587E-013,9.85793E-013,1.84691E-012,2.27365E-013,2.82901E-014,8.36876E-014,9.33804E-015,1.18428E-014,4.52734E-015,1.00209E-013,4.60875E-015
