MID Data C:\ESCO\Data\SIM\HMK\20260506\20260506_GZ_1423_6_28d_SIM_A.mfd
May 06 2026 14:11:17

Sample Weight : 244.4 mg

Normalization : per 100 mg (Sample weight : 244.4 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 40,m/z 44,m/z 60
40,124.830,129.0,46.4,13.520,9.26297E-008,6.4215E-005,2.18222E-012,5.33589E-014,8.72939E-013,3.48181E-012,6.89245E-012,1.68731E-013,7.63203E-015,2.33879E-013,4.759E-014,1.33442E-014,2.10115E-013,4.03515E-014
41,127.953,132.2,46.9,13.640,9.41347E-008,6.4215E-005,2.80127E-012,3.10224E-014,1.06812E-012,3.45545E-012,7.42982E-012,3.03889E-013,1.52153E-014,2.83487E-013,2.20743E-014,7.30301E-015,2.29823E-013,6.89048E-014
42,131.075,135.4,47.4,13.850,9.60507E-008,6.40919E-005,2.25249E-012,2.47482E-014,1.04025E-012,3.68652E-012,8.35306E-012,2.40166E-013,1.46414E-014,2.27306E-013,3.76753E-014,1.46564E-014,2.21565E-013,3.60349E-014
43,134.198,138.5,47.8,13.930,9.78362E-008,6.3969E-005,3.24975E-012,6.04683E-014,1.04801E-012,4.12194E-012,9.03106E-012,2.5292E-013,1.34741E-014,2.86527E-013,9.61088E-015,1.22541E-014,2.17067E-013,4.94122E-014
44,137.320,141.6,48.3,14.040,9.99424E-008,6.3969E-005,2.75862E-012,7.35087E-014,1.04384E-012,4.4241E-012,9.47192E-012,6.07823E-014,1.14543E-014,2.99257E-013,2.04702E-014,1.25461E-014,2.38914E-013,2.71309E-014
45,140.443,144.7,48.8,14.125,1.02094E-007,6.38464E-005,2.68407E-012,6.17088E-014,9.92061E-013,4.5209E-012,9.99893E-012,1.65379E-013,6.35168E-014,3.61113E-013,1.93099E-014,1.5475E-015,3.74236E-013,5.38658E-014
46,143.566,147.9,49.3,14.280,1.04773E-007,6.38464E-005,2.28824E-012,9.5483E-014,1.13666E-012,4.86809E-012,1.10214E-011,1.93509E-013,2.12793E-014,3.62078E-013,3.48314E-014,0,3.83281E-013,2.00923E-014
47,146.688,151.1,49.8,14.370,1.07585E-007,6.3724E-005,4.32966E-012,7.56237E-014,1.25756E-012,5.33805E-012,1.20657E-011,1.70647E-013,2.35856E-014,5.14742E-013,1.81859E-014,1.99546E-014,3.96018E-013,1.04996E-014
48,149.811,154.3,50.4,14.490,1.10662E-007,6.3724E-005,3.64614E-012,8.59068E-014,1.31765E-012,6.15595E-012,1.33242E-011,3.11138E-013,3.50384E-014,3.8726E-013,4.46863E-014,1.19676E-014,5.25414E-013,3.53265E-014
49,152.933,157.4,50.8,14.615,1.1442E-007,6.36018E-005,4.29893E-012,1.09791E-013,1.43093E-012,6.11577E-012,1.38474E-011,2.82773E-013,2.7711E-014,4.95843E-013,2.22656E-014,3.08091E-014,6.05411E-013,4.04948E-014
50,156.056,160.5,51.3,14.710,1.18236E-007,6.348E-005,5.02849E-012,1.10446E-013,1.45464E-012,6.83269E-012,1.49457E-011,3.76547E-013,5.91663E-014,4.25248E-013,1.15079E-014,4.46398E-014,6.5827E-013,1.47973E-014
51,159.179,163.6,51.9,14.840,1.22391E-007,6.348E-005,5.54212E-012,1.1678E-013,1.61021E-012,7.66673E-012,1.69641E-011,2.17499E-013,2.26954E-014,4.50804E-013,2.49678E-014,1.88337E-014,7.80371E-013,2.64067E-014
52,162.301,166.8,52.3,14.930,1.27277E-007,6.33582E-005,6.67288E-012,1.38444E-013,1.49228E-012,8.09196E-012,1.77057E-011,2.28198E-013,2.61942E-014,5.48188E-013,2.83005E-014,3.44606E-015,1.02616E-012,1.1962E-014
53,165.424,170.0,52.8,15.020,1.32587E-007,6.32368E-005,7.58601E-012,1.74494E-013,1.75133E-012,8.2838E-012,1.92869E-011,1.62715E-013,3.39962E-014,8.51568E-013,3.08564E-014,3.59105E-014,1.25218E-012,3.11618E-014
54,168.546,173.1,53.3,15.160,1.38277E-007,6.32368E-005,8.76716E-012,1.64873E-013,1.90007E-012,8.4867E-012,2.16295E-011,1.58751E-013,4.17644E-014,6.84358E-013,4.78915E-014,1.17952E-014,1.27701E-012,4.0202E-014
55,171.669,176.2,53.8,15.185,1.45797E-007,6.31155E-005,1.19164E-011,1.40606E-013,1.71081E-012,9.60357E-012,2.30615E-011,2.54564E-013,4.92524E-014,6.5399E-013,3.23991E-014,1.57907E-014,1.51734E-012,1.10191E-014
56,174.792,179.4,54.4,15.325,1.51792E-007,6.31155E-005,1.23446E-011,2.60723E-013,1.90891E-012,1.04006E-011,2.49715E-011,2.69353E-013,3.37625E-014,7.47932E-013,2.93089E-014,2.81841E-014,1.6741E-012,4.5708E-014
