MID Data C:\ESCO\Data\SIM\HMK\20260409\20260409_GZ_1423_3_24h_SIM_A.mfd
April 09 2026 13:27:42

Sample Weight : 264.7 mg

Normalization : per 100 mg (Sample weight : 264.7 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 40,m/z 44,m/z 60
71,221.648,225.4,60.2,16.635,3.21366E-007,5.60362E-005,7.8376E-011,6.40113E-013,4.30238E-012,2.13899E-011,4.73591E-011,4.85437E-013,1.32011E-013,3.95972E-012,2.27736E-013,1.25987E-013,4.92715E-012,1.8196E-014
72,224.770,228.3,60.8,16.755,3.31322E-007,5.60362E-005,7.70515E-011,6.52838E-013,4.53323E-012,2.08356E-011,4.76818E-011,4.91765E-013,1.40133E-013,4.91569E-012,2.27689E-013,1.73848E-013,5.40203E-012,4.55094E-014
73,227.893,231.5,61.4,16.835,3.3943E-007,5.58216E-005,7.71177E-011,6.09029E-013,4.69563E-012,2.16262E-011,4.80152E-011,4.99247E-013,8.15388E-014,4.69666E-012,2.86251E-013,1.62172E-013,5.3021E-012,3.30337E-014
74,231.015,234.6,62.0,16.995,3.45939E-007,5.58216E-005,7.97265E-011,8.87531E-013,5.09387E-012,2.08969E-011,4.88394E-011,4.73967E-013,1.00813E-013,4.85518E-012,2.85602E-013,1.37671E-013,5.52282E-012,4.17193E-014
75,234.138,237.7,62.6,17.100,3.51966E-007,5.56078E-005,8.07805E-011,6.57431E-013,4.98822E-012,2.09684E-011,4.79677E-011,4.00032E-013,9.13145E-014,4.84473E-012,3.15084E-013,1.54257E-013,5.95058E-012,4.98365E-014
76,237.261,240.7,63.2,17.200,3.5789E-007,5.56078E-005,7.99549E-011,7.58811E-013,5.08312E-012,2.04222E-011,4.75104E-011,5.09293E-013,1.17054E-013,4.50236E-012,3.60226E-013,1.70305E-013,6.23896E-012,2.74878E-014
77,240.383,243.9,63.8,17.330,3.62661E-007,5.55011E-005,8.07156E-011,8.65319E-013,5.04775E-012,2.0775E-011,4.83817E-011,3.97494E-013,1.38872E-013,4.85531E-012,3.78111E-013,1.23585E-013,6.23379E-012,-2.18611E-015
78,243.506,247.0,64.5,17.380,3.6919E-007,5.53948E-005,8.34359E-011,7.875E-013,5.42426E-012,2.09873E-011,4.86142E-011,3.96672E-013,7.21054E-014,4.72363E-012,3.84791E-013,1.55493E-013,6.52275E-012,4.90131E-014
79,246.628,250.4,65.1,17.540,3.74973E-007,5.53948E-005,7.99775E-011,8.85687E-013,5.07756E-012,2.12724E-011,4.97688E-011,5.16183E-013,7.91623E-014,5.133E-012,4.52641E-013,1.81458E-013,6.78016E-012,7.02202E-015
80,249.751,253.5,65.7,17.650,3.81066E-007,5.52885E-005,8.09849E-011,8.00062E-013,5.5538E-012,2.15396E-011,4.85625E-011,4.68755E-013,9.15835E-014,5.26988E-012,4.4499E-013,1.21068E-013,7.09772E-012,4.39977E-014
81,252.874,256.6,66.4,17.725,3.87035E-007,5.51826E-005,8.12645E-011,9.00394E-013,5.77223E-012,2.24349E-011,5.05154E-011,4.70864E-013,9.13712E-014,5.4861E-012,4.27078E-013,1.74528E-013,6.76398E-012,4.62732E-014
82,255.996,259.7,67.1,17.780,3.94458E-007,5.50768E-005,7.85098E-011,8.62429E-013,5.72823E-012,2.25254E-011,5.11192E-011,5.18621E-013,1.09429E-013,5.73963E-012,3.95219E-013,1.65115E-013,6.98856E-012,4.73278E-014
83,259.119,263.0,67.7,17.940,4.02022E-007,5.49712E-005,8.03528E-011,1.07491E-012,5.91495E-012,2.31195E-011,5.34733E-011,3.74977E-013,1.77306E-013,6.14697E-012,5.02049E-013,1.76316E-013,7.18521E-012,3.48383E-014
84,262.241,266.1,68.4,18.015,4.10204E-007,5.48658E-005,7.88549E-011,1.00092E-012,6.01462E-012,2.42917E-011,5.42534E-011,4.46982E-013,9.23357E-014,6.95676E-012,4.78448E-013,1.53676E-013,7.67859E-012,3.14988E-014
85,265.364,269.2,69.0,18.145,4.19276E-007,5.47606E-005,7.95678E-011,1.0864E-012,6.26104E-012,2.3666E-011,5.52506E-011,6.2983E-013,9.11394E-014,7.70369E-012,4.59864E-013,1.45372E-013,8.00076E-012,4.95422E-014
86,268.487,272.4,69.7,18.205,4.28302E-007,5.47606E-005,7.87379E-011,1.06745E-012,6.01043E-012,2.4644E-011,5.58514E-011,5.51425E-013,1.02675E-013,8.04715E-012,4.72576E-013,1.15009E-013,8.53866E-012,4.35813E-014
87,271.609,275.5,70.3,18.260,4.37522E-007,5.46557E-005,7.78026E-011,1.21859E-012,6.64442E-012,2.44679E-011,5.82703E-011,5.02325E-013,1.35085E-013,8.09632E-012,4.87534E-013,1.77091E-013,8.61436E-012,1.83981E-014
88,274.732,278.6,71.0,18.405,4.46684E-007,5.45509E-005,7.77814E-011,1.30677E-012,7.11407E-012,2.61185E-011,5.78031E-011,4.12957E-013,1.07178E-013,8.24511E-012,4.623E-013,1.73231E-013,9.08746E-012,1.41908E-014
89,277.854,281.7,71.7,18.520,4.55512E-007,5.44463E-005,7.91191E-011,1.19323E-012,7.62806E-012,2.61467E-011,5.90096E-011,6.09602E-013,1.83995E-013,8.8941E-012,4.11593E-013,1.57182E-013,9.25054E-012,2.44753E-014
90,280.977,284.7,72.3,18.630,4.64248E-007,5.43419E-005,7.70294E-011,1.39483E-012,7.30943E-012,2.7509E-011,6.03279E-011,5.29243E-013,1.26778E-013,9.58121E-012,5.34074E-013,1.63357E-013,9.5414E-012,2.2867E-014
91,284.100,287.8,73.0,18.745,4.7152E-007,5.42377E-005,7.76331E-011,1.47425E-012,7.53732E-012,2.69005E-011,6.01897E-011,4.97676E-013,1.62955E-013,9.71961E-012,3.6327E-013,1.55235E-013,9.64338E-012,4.07302E-014
92,287.222,291.0,73.5,18.855,4.79181E-007,5.41338E-005,7.71391E-011,1.63416E-012,7.97594E-012,2.66977E-011,5.9516E-011,4.72409E-013,1.11891E-013,9.61358E-012,4.74107E-013,1.89046E-013,1.0614E-011,4.50326E-014
